title,link,square_meters,rooms,price,date,district
FURKAN KELEŞ'DEN FIRAT MAH TOKİ KONUTLARINDA FULL YAPILI DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-den-firat-mah-toki-konutlarinda-full-yapili-daire-1125330246/detay,136,3+1,1845000,07 Ocak 2024,BattalgaziMerkez
FURKAN KELEŞ'DEN YEŞİLTEPE TOKİ KONUTLARINDA ARAKAT 2+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-den-yesiltepe-toki-konutlarinda-arakat-2-plus1-daire-1146311277/detay,100,2+1,1750000,07 Ocak 2024,YeşilyurtMerkez
FURKAN KELEŞ'DEN YUKARI ÇÖŞNÜKTE ULTRA LÜKS 3+1 SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-den-yukari-cosnukte-ultra-luks-3-plus1-sifir-daire-1119513782/detay,225,3+1,3300000,08 Ocak 2024,BattalgaziMerkez
AYGÜL EMLAKTAN ÖZALPERDE 3+1 SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-aygul-emlaktan-ozalperde-3-plus1-satilik-daire-1121698738/detay,145,3+1,1249000,07 Ocak 2024,YeşilyurtMerkez
BÜKER EMLAK TAN ŞEYHBAYRAM MAH HASARSIZ 3+1 ASANSÖRLÜ DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-buker-emlak-tan-seyhbayram-mah-hasarsiz-3-plus1-asansorlu-daire-1121947314/detay,170,3+1,2750000,05 Ocak 2024,YeşilyurtMerkez
TURYAP'TAN YAKINCA BABÜR SİTESİNDE SATILIK 3+1 GENİŞ DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-tan-yakinca-babur-sitesinde-satilik-3-plus1-genis-daire-1134595428/detay,181,3+1,1490000,09 Ocak 2024,YeşilyurtKöyler
BEREKET'TEN YAVUZ SELİM TOKİLERDE 1+1 EŞYALARIYLA SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-bereket-ten-yavuz-selim-tokilerde-1-plus1-esyalariyla-satilik-daire-1145899070/detay,95,1+1,800000,04 Ocak 2024,YeşilyurtMerkez
ÇÖŞNÜĞÜN EN ELIT SİTESİNDE FUL YAPILI SATLIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-cosnugun-en-elit-sitesinde-ful-yapili-satlik-3-plus1-daire-1140500773/detay,190,3+1,1599000,04 Ocak 2024,BattalgaziMerkez
BEREKET'TEN Y.ÇÖŞNÜKTE 3+1 195 m² SATILIK ULTRA LÜX SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-bereket-ten-y.cosnukte-3-plus1-195-m-satilik-ultra-lux-sifir-daire-1145896288/detay,195,3+1,2150000,04 Ocak 2024,BattalgaziMerkez
ÖZGÜRDEN HASANBEY ANA CADDE ÜZERİ GİRİŞ KAT 4+1 SATILIK,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozgurden-hasanbey-ana-cadde-uzeri-giris-kat-4-plus1-satilik-1126262789/detay,190,4+1,1950000,06 Ocak 2024,YeşilyurtMerkez
KOYUNOĞLU CAMİ YANI HASARSIZ 2+1 DAİRE SATILIK,https://www.sahibinden.com/ilan/emlak-konut-satilik-koyunoglu-cami-yani-hasarsiz-2-plus1-daire-satilik-1140428055/detay,110,2+1,1800000,04 Ocak 2024,YeşilyurtMerkez
Kelepir !...bu fırsat kaçmaz,https://www.sahibinden.com/ilan/emlak-konut-satilik-kelepir-bu-firsat-kacmaz-1146277715/detay,205,3+1,2850000,06 Ocak 2024,Yeşilyurt
KARAKUŞ GAYRİMENKULDEN 6+1 DUBLEX 400 M2,https://www.sahibinden.com/ilan/emlak-konut-satilik-karakus-gayrimenkulden-6-plus1-dublex-400-m2-1145881502/detay,400,6+1,1900000,04 Ocak 2024,BattalgaziMerkez
MAHMUT BALTACIDAN TECDE'DE KAPALI OTOPARKLI MEGA LÜX DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-tecde-de-kapali-otoparkli-mega-lux-daireler-1115203928/detay,234,4+1,4000000,10 Ocak 2024,YeşilyurtMerkez
BİZİM GAYRİMENKUL'DEN YAVUZ SELİM TOKİ YENİ YAPİLAN,https://www.sahibinden.com/ilan/emlak-konut-satilik-bizim-gayrimenkul-den-yavuz-selim-toki-yeni-yapilan-1145872777/detay,149,3+1,1590000,04 Ocak 2024,YeşilyurtMerkez
Satılık daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-daire-1145761729/detay,145,3+1,3000000,04 Ocak 2024,YeşilyurtMerkez
ESEN EMLAK'TAN TOKİ'DE SATILIK 3+1 DAİRE ACİLLL!!!,https://www.sahibinden.com/ilan/emlak-konut-satilik-esen-emlak-tan-toki-de-satilik-3-plus1-daire-acilll-1043316607/detay,165,3+1,1300000,05 Ocak 2024,YeşilyurtMerkez
Diş Hastanesi toki,https://www.sahibinden.com/ilan/emlak-konut-satilik-dis-hastanesi-toki-1145864420/detay,85,2+1,1300000,04 Ocak 2024,YeşilyurtMerkez
HASAN VAROLDA ACİL SATLIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-hasan-varolda-acil-satlik-3-plus1-daire-1139848078/detay,145,3+1,769000,04 Ocak 2024,BattalgaziMerkez
BİRİKİM'DEN TECDE'DE FULL YAPILI ACİL SATILIK 4+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-birikim-den-tecde-de-full-yapili-acil-satilik-4-plus1-daire-1134597590/detay,220,4+1,2650000,05 Ocak 2024,YeşilyurtMerkez
MAHMUT BALTACIDAN YÜZ AKI BULVARINDA SIFIR TERASLI DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-yuz-aki-bulvarinda-sifir-terasli-daire-1131864101/detay,180,3+1,2800000,07 Ocak 2024,YeşilyurtMerkez
MAHMUT BALTACIDAN ÖZALPERDE ÖZEL DİZAYN 4+1 KİLERLİ DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-ozalperde-ozel-dizayn-4-plus1-kilerli-daire-1126151240/detay,240,4+1,4250000,07 Ocak 2024,YeşilyurtMerkez
"ARICI DAN TECDE DE SATILIK SIFIR,FERAH,LÜKS DAİRE","https://www.sahibinden.com/ilan/emlak-konut-satilik-arici-dan-tecde-de-satilik-sifir,ferah,luks-daire-1145842933/detay",215,4+1,4950000,04 Ocak 2024,YeşilyurtMerkez
FURKAN KELEŞ'DEN BAŞHARIKDA 2+1 SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-den-basharikda-2-plus1-sifir-daire-1146221667/detay,130,2+1,1690000,06 Ocak 2024,BattalgaziMerkez
TURYAP'TAN TECDE'DE SAĞLAM ZEMİN 4+1 SATILIK HASARSIZ DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-tan-tecde-de-saglam-zemin-4-plus1-satilik-hasarsiz-daire-1128418656/detay,215,4+1,2750000,06 Ocak 2024,YeşilyurtMerkez
ALYAŞAM GAYRİMENKUL'DEN FULL YAPILI 3+1 TOKİ'DE SATILIK DAİRE..,https://www.sahibinden.com/ilan/emlak-konut-satilik-alyasam-gayrimenkul-den-full-yapili-3-plus1-toki-de-satilik-daire-1145824647/detay,155,3+1,1750000,04 Ocak 2024,YeşilyurtMerkez
EMRE ALPAY'DAN YAKINCADA ALTINORDU SİTESİNDE ARAKAT 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-emre-alpay-dan-yakincada-altinordu-sitesinde-arakat-3-plus1-daire-1146219832/detay,160,3+1,1350000,06 Ocak 2024,YeşilyurtKöyler
İK GAYRİMENKUL'DEN BEYDAĞI TOKİDE FULL YAPILI 2+1 SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-ik-gayrimenkul-den-beydagi-tokide-full-yapili-2-plus1-satilik-daire-1122938165/detay,100,2+1,1350000,04 Ocak 2024,BattalgaziMerkez
GALATADAN PAŞAKÖŞKÜNDE 2+1 SIFIR,https://www.sahibinden.com/ilan/emlak-konut-satilik-galatadan-pasakoskunde-2-plus1-sifir-1125091726/detay,110,2+1,1590000,06 Ocak 2024,BattalgaziMerkez
TURYAP'TAN BATTALGAZİ BELEDİYESİ ARKASIN'DA SATILIK 4+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-tan-battalgazi-belediyesi-arkasin-da-satilik-4-plus1-daire-1140366140/detay,400,4+1,1549000,04 Ocak 2024,BattalgaziMerkez
KARAGÖZ TOKİ'DE SATLIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-karagoz-toki-de-satlik-daire-1121699380/detay,135,3+1,1450000,04 Ocak 2024,BattalgaziMerkez
ARAS GAYRİMENKUL'DEN KARAKAVAK'da SATILIK SÜPER LÜKS 4+1 ARAKAT,https://www.sahibinden.com/ilan/emlak-konut-satilik-aras-gayrimenkul-den-karakavak-da-satilik-super-luks-4-plus1-arakat-1139600434/detay,220,4+1,2950000,04 Ocak 2024,YeşilyurtMerkez
ÇÖŞNÜK ANA YOLDA SATLIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-cosnuk-ana-yolda-satlik-daire-1120769557/detay,165,3+1,2150000,04 Ocak 2024,BattalgaziMerkez
"EMEK'ten TOKİ BASIN SİTESİNDE 2+1 HASARSIZ ""DAİRE BOŞ""",https://www.sahibinden.com/ilan/emlak-konut-satilik-emek-ten-toki-basin-sitesinde-2-plus1-hasarsiz-daire-bos-1145805978/detay,120,2+1,1250000,04 Ocak 2024,YeşilyurtMerkez
EMEK'ten ZAVİYE'de 2013 YAPIMI HASARSIZ 3+1 4 KATLI BİNA,https://www.sahibinden.com/ilan/emlak-konut-satilik-emek-ten-zaviye-de-2013-yapimi-hasarsiz-3-plus1-4-katli-bina-1140334901/detay,160,3+1,1750000,04 Ocak 2024,YeşilyurtMerkez
YÜKSEK KİRA GELİRLİ 2+1 APART,https://www.sahibinden.com/ilan/emlak-konut-satilik-yuksek-kira-gelirli-2-plus1-apart-1132688961/detay,120,2+1,1545000,04 Ocak 2024,BattalgaziMerkez
özalper de 3+1satilik,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozalper-de-3-plus1satilik-1140887987/detay,110,3+1,1100000,08 Ocak 2024,YeşilyurtMerkez
Fiyat Düştü Tecde Güngör Özel Konum Özel Daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-fiyat-dustu-tecde-gungor-ozel-konum-ozel-daire-1122204634/detay,210,4+1,3750000,04 Ocak 2024,YeşilyurtMerkez
KOZ GAYRİMENKUL'DEN BAŞHARIKTA HASARSIZ SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-koz-gayrimenkul-den-basharikta-hasarsiz-sifir-daire-1145775814/detay,135,2+1,2450000,04 Ocak 2024,BattalgaziMerkez
BEREKET'TEN YEŞİLÇAM CAD. ACİL SATILIK LÜX YAPILI ARA KAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-bereket-ten-yesilcam-cad-acil-satilik-lux-yapili-ara-kat-daire-1145779736/detay,175,3+1,1950000,04 Ocak 2024,BattalgaziMerkez
BÜKER EMLAK TAN İNDERESi TOKİ DE 3+1 ACİL SATILIK MASRAFSIZ,https://www.sahibinden.com/ilan/emlak-konut-satilik-buker-emlak-tan-inderesi-toki-de-3-plus1-acil-satilik-masrafsiz-1115730878/detay,135,3+1,1649000,04 Ocak 2024,BattalgaziMerkez
GALATA GAYRİMENKUL DEN SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-galata-gayrimenkul-den-satilik-daire-1145776984/detay,110,2+1,1500000,04 Ocak 2024,BattalgaziMerkez
SATILIK 3+1 HASARSIZ DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-3-plus1-hasarsiz-daire-1122917049/detay,145,3+1,950000,04 Ocak 2024,BattalgaziMerkez
COLDWELL BANKER SAFİR GAYRİMENKUL'DEN SATILIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-coldwell-banker-safir-gayrimenkul-den-satilik-3-plus1-daire-1127122380/detay,185,3+1,2250000,04 Ocak 2024,BattalgaziMerkez
MALATYA PÜTÜRGE TEPEHAN MAHALLESİ'NDE TOKİ 2+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-malatya-puturge-tepehan-mahallesi-nde-toki-2-plus1-daire-1145759293/detay,90,2+1,1500000,04 Ocak 2024,PütürgeTepehan
TURYAP'TAN KARAKAVAK MH. 4+1 SATILIK SIFIR LÜKS DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-tan-karakavak-mh-4-plus1-satilik-sifir-luks-daire-1126073996/detay,210,4+1,3060000,05 Ocak 2024,YeşilyurtMerkez
FURKAN KELEŞ'DEN KARAGÖZ TOKİ DOĞALGAZLI FULL YAPILI 1+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-den-karagoz-toki-dogalgazli-full-yapili-1-plus1-daire-1140964416/detay,55,1+1,850000,07 Ocak 2024,YeşilyurtMerkez
Babür Sitesinde Beyler Deresi Manzaralı Apartman Dairesi.,https://www.sahibinden.com/ilan/emlak-konut-satilik-babur-sitesinde-beyler-deresi-manzarali-apartman-dairesi-1145707171/detay,181,3+1,1600000,04 Ocak 2024,YeşilyurtKöyler
CANBAY GAYRİMENKUL DEN MALATYA KONAKLARINDA SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-canbay-gayrimenkul-den-malatya-konaklarinda-satilik-daire-1140129918/detay,180,3+1,2600000,04 Ocak 2024,BattalgaziMerkez
SÜPER LÜKS DAİRE YAKINCA 4+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-super-luks-daire-yakinca-4-plus1-1074410352/detay,220,4+1,3000000,04 Ocak 2024,YeşilyurtKöyler
Sahibinden Satılık Daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-satilik-daire-1145713360/detay,125,2+1,1840000,04 Ocak 2024,YeşilyurtMerkez
TURYAP'TAN BATTALGAZİ BELEDİYESİ CİVARIN'DA SATILIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-tan-battalgazi-belediyesi-civarin-da-satilik-3-plus1-daire-1127900997/detay,175,3+1,1685000,04 Ocak 2024,BattalgaziMerkez
"YARISI PEŞİN, ÖDEME KOLAYLIĞI YIL SONU TESLİM karakavakta daire",https://www.sahibinden.com/ilan/emlak-konut-satilik-yarisi-pesin-odeme-kolayligi-yil-sonu-teslim-karakavakta-daire-1146137609/detay,180,3+1,2950000,06 Ocak 2024,YeşilyurtMerkez
TURYAP'TAN KOYUNOĞLUDA SATILIK SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-tan-koyunogluda-satilik-sifir-daire-1140538022/detay,125,2+1,1850000,05 Ocak 2024,YeşilyurtMerkez
TAN EMLAK'TAN SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-tan-emlak-tan-satilik-daire-1145698222/detay,170,3+1,2600000,04 Ocak 2024,YeşilyurtMerkez
SATILIK ARAKAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-arakat-daire-1109397424/detay,105,2+1,1550000,04 Ocak 2024,BattalgaziMerkez
Satılık dubleks daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-dubleks-daire-1145692778/detay,220,4+1,2450000,04 Ocak 2024,YeşilyurtMerkez
Acilll Paşaköşkünde hasarsız site içi yapılı daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-acilll-pasakoskunde-hasarsiz-site-ici-yapili-daire-1049543659/detay,172,3+1,3250000,04 Ocak 2024,BattalgaziMerkez
S@HİBİNDEN TESLİM AŞAMASI YATAY MİMARİ 3KATLI SIFIR BİNA 3+1 DUB,https://www.sahibinden.com/ilan/emlak-konut-satilik-s-hibinden-teslim-asamasi-yatay-mimari-3katli-sifir-bina-3-plus1-dub-1109857838/detay,150,3+1,1900000,06 Ocak 2024,YeşilyurtMerkez
TURYAP'TAN MERKEZDE SİTE İÇERİSİNDE ULTRA LÜX DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-tan-merkezde-site-icerisinde-ultra-lux-daire-1145625711/detay,105,2+1,2200000,04 Ocak 2024,BattalgaziMerkez
ASİL GAYRİMENKUL DEN RADYE TEMEL FULL YAPILI,https://www.sahibinden.com/ilan/emlak-konut-satilik-asil-gayrimenkul-den-radye-temel-full-yapili-1128045489/detay,160,3+1,3200000,04 Ocak 2024,BattalgaziMerkez
Yeşiltepe de satılık sıfır 3+1 daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-yesiltepe-de-satilik-sifir-3-plus1-daire-1145618783/detay,180,3+1,1900000,03 Ocak 2024,YeşilyurtMerkez
AHMET EĞİLMEZ'DEN ÖZALPERDE SIFIR 3+1 HASARSIZ ARA KAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-ahmet-egilmez-den-ozalperde-sifir-3-plus1-hasarsiz-ara-kat-daire-1145651868/detay,135,3+1,3000000,03 Ocak 2024,YeşilyurtMerkez
Acill tayin nedeniyle ev hazır toplanmış durumda,https://www.sahibinden.com/ilan/emlak-konut-satilik-acill-tayin-nedeniyle-ev-hazir-toplanmis-durumda-1122935498/detay,180,3+1,2500000,03 Ocak 2024,YeşilyurtMerkez
1 AYA TESLİM PAŞAKÖŞKÜNDE 2+1 SIFIR ARAKAT ASANSÖRLÜ DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-1-aya-teslim-pasakoskunde-2-plus1-sifir-arakat-asansorlu-daire-1140068529/detay,115,2+1,2750000,03 Ocak 2024,BattalgaziMerkez
"Malatya Fırat Toki lerce,Beydağını Eteklerinde ful yapılı lüx","https://www.sahibinden.com/ilan/emlak-konut-satilik-malatya-firat-toki-lerce,beydagini-eteklerinde-ful-yapili-lux-1126249040/detay",145,3+1,2000000,03 Ocak 2024,BattalgaziMerkez
MAHMUT BALTACIDAN BÖLGENİN EN İYİSİ,https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-bolgenin-en-iyisi-1118014909/detay,250,4+1,5900000,09 Ocak 2024,YeşilyurtMerkez
Hasan Varol Mah. Satılık Daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-hasan-varol-mah-satilik-daire-1125632179/detay,115,2+1,1250000,03 Ocak 2024,BattalgaziMerkez
"BÜYÜKŞEHİR GAYRIMENKUL,DEN HASARSIZ SIFIR 1+1 DAİRELER","https://www.sahibinden.com/ilan/emlak-konut-satilik-buyuksehir-gayrimenkul,den-hasarsiz-sifir-1-plus1-daireler-1113434625/detay",90,1+1,1400000,03 Ocak 2024,BattalgaziMerkez
Konut 4+1 Ferah Var Emsalsiz Konumda Açık Otopark Son 3 gün!,https://www.sahibinden.com/ilan/emlak-konut-satilik-konut-41-ferah-sb2f-emsalsiz-konumda-acik-otopark-son-3-gun-846839178/detay,220,4+1,2550000,05 Ocak 2024,YeşilyurtMerkez
MAHMUT BALTACIDAN KAT KİLERLİ 4+1 SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-kat-kilerli-4-plus1-sifir-daire-1101374912/detay,220,4+1,3300000,07 Ocak 2024,YeşilyurtMerkez
BÜKER EMLAK TAN 1+1 KİRA GARANTİLİ YATIRIMCILARA FIRSAT,https://www.sahibinden.com/ilan/emlak-konut-satilik-buker-emlak-tan-1-plus1-kira-garantili-yatirimcilara-firsat-1133662118/detay,55,1+1,975000,05 Ocak 2024,YeşilyurtMerkez
3+1 daire geniş daire HASARSIZ,https://www.sahibinden.com/ilan/emlak-konut-satilik-3-plus1-daire-genis-daire-hasarsiz-1133989185/detay,190,3+1,3250000,03 Ocak 2024,Yeşilyurt
Satılık 2. etap toki sosyal konutlarda,https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-2-etap-toki-sosyal-konutlarda-1110588852/detay,70,2+1,1080000,03 Ocak 2024,Darende
FAHRİ KAYHAN - GÜNGÖR CAD. MERKEZİ KONUMDA 3+1 LÜKS MASRAFSIZ,https://www.sahibinden.com/ilan/emlak-konut-satilik-fahri-kayhan-gungor-cad-merkezi-konumda-3-plus1-luks-masrafsiz-1113969132/detay,170,3+1,3650000,03 Ocak 2024,YeşilyurtMerkez
TURYAP'TAN BOSTANBAŞI'NDA (TÜNEL KALIP) SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-tan-bostanbasi-nda-tunel-kalip-satilik-daire-1146511176/detay,190,3+1,2200000,08 Ocak 2024,Yeşilyurt
EMRE ALPAY'DAN YAKINCADA MUHTEŞEM KONUMDA 4+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-emre-alpay-dan-yakincada-muhtesem-konumda-4-plus1-daire-1146163055/detay,220,4+1,2750000,06 Ocak 2024,YeşilyurtKöyler
GALATADAN DUBLEX SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-galatadan-dublex-satilik-daire-1145753936/detay,250,5+1,2990000,04 Ocak 2024,YeşilyurtMerkez
ENES IŞIK 'tan YAKINCADA SIFIR HASARSIZ DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-enes-isik-tan-yakincada-sifir-hasarsiz-daireler-1122402792/detay,195,3.5+1,2550000,07 Ocak 2024,YeşilyurtKöyler
PAŞAKÖŞKÜNDE 2+1 SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-pasakoskunde-2-plus1-satilik-daire-1128341209/detay,110,2+1,975000,06 Ocak 2024,BattalgaziMerkez
MAHMUT BALTACIDAN FAHRİ KAYAHANDA 6 KATLI BİNADA SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-fahri-kayahanda-6-katli-binada-sifir-daire-1138490034/detay,220,4+1,4750000,10 Ocak 2024,YeşilyurtMerkez
"YİĞTER'DEN KOYUNOĞLUNDA SATILIK KOMPLE BİNA(DÜKKAN,4 DAİRE,TERAS","https://www.sahibinden.com/ilan/emlak-konut-satilik-yigter-den-koyunoglunda-satilik-komple-bina-dukkan,4-daire,teras-946106607/detay",670,3+1,8000000,27 Aralık 2023,YeşilyurtMerkez
SELAM EMLAKTAN GÖZTEPE ÇATYOLDA ACİL STLK SIFIR ARAKAT DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-selam-emlaktan-goztepe-catyolda-acil-stlk-sifir-arakat-daireler-1098091296/detay,165,3+1,2375000,05 Ocak 2024,BattalgaziMerkez
ASİL GAYRİMENKUL DEN 3+1 FIRSAT DAİRE (PERDE BETON),https://www.sahibinden.com/ilan/emlak-konut-satilik-asil-gayrimenkul-den-3-plus1-firsat-daire-perde-beton-1145679019/detay,190,3+1,2100000,04 Ocak 2024,YeşilyurtKöyler
SIFIR lüks daire Göztepe de Sağlam Zeminde Az katlı,https://www.sahibinden.com/ilan/emlak-konut-satilik-sifir-luks-daire-goztepe-de-saglam-zeminde-az-katli-1145566655/detay,120,2+1,2500000,03 Ocak 2024,BattalgaziMerkez
BİZ GAYRİMENKUL`DEN BAŞHARIKTA 2+1 120 M2 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-biz-gayrimenkul-den-basharikta-2-plus1-120-m2-daire-1133295553/detay,120,2+1,1750000,02 Ocak 2024,BattalgaziMerkez
TECDE KAYALIK ZEMİNDE SATILIK 2+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-tecde-kayalik-zeminde-satilik-2-plus1-1136993983/detay,120,2+1,2050000,02 Ocak 2024,YeşilyurtMerkez
YAPRAKLI KONUTLARIN'DA SATILIK 3+1 SIFIR ARAKAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-yaprakli-konutlarin-da-satilik-3-plus1-sifir-arakat-daire-1146277372/detay,165,3+1,2550000,06 Ocak 2024,YeşilyurtMerkez
TURYAP'TAN BESTA KONAKLARINDA SATILIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-tan-besta-konaklarinda-satilik-3-plus1-daire-1121537638/detay,185,3+1,2900000,02 Ocak 2024,YeşilyurtMerkez
Mc1 19 Beydağı toki de satılık daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-mc1-19-beydagi-toki-de-satilik-daire-1145541772/detay,130,3+1,1700000,02 Ocak 2024,BattalgaziMerkez
SATILIK DAİRE MALATYA KARAKAVAK,https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-daire-malatya-karakavak-1139233988/detay,155,3+1,2950000,02 Ocak 2024,YeşilyurtMerkez
SATILIK DAİRE MALATYA ÇİLESİZ BEGÜM KARTAL KARŞISI,https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-daire-malatya-cilesiz-begum-kartal-karsisi-1115669021/detay,220,4+1,2650000,02 Ocak 2024,YeşilyurtMerkez
"FAHRİ KAYAHAN GİRİŞİNDE,MERKEZİ KONUMDA FLORA EVLERİ","https://www.sahibinden.com/ilan/emlak-konut-satilik-fahri-kayahan-girisinde,merkezi-konumda-flora-evleri-1114090156/detay",175,3+1,3200000,02 Ocak 2024,YeşilyurtMerkez
BULVAR EMLAK TAN YEŞİLTEPE TOKİ DE 3+1 FULL YAPILI SATILIK,https://www.sahibinden.com/ilan/emlak-konut-satilik-bulvar-emlak-tan-yesiltepe-toki-de-3-plus1-full-yapili-satilik-1120987277/detay,160,3.5+1,2600000,02 Ocak 2024,YeşilyurtMerkez
YİĞİTER'DEN ÖZALPERDE YATAY MİMARİ HASARSIZ 3+1 BOŞ DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-yigiter-den-ozalperde-yatay-mimari-hasarsiz-3-plus1-bos-daire-1120250810/detay,130,3+1,1320000,26 Aralık 2023,YeşilyurtMerkez
TECDEDE AKSOYLAR İSTİKBAK ÜSTÜ 2. KAT 3+1 ULTRA LÜKS DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-tecdede-aksoylar-istikbak-ustu-2-kat-3-plus1-ultra-luks-daire-1145616056/detay,180,3+1,2799000,03 Ocak 2024,YeşilyurtMerkez
"MAHMUT BALTACIDAN K.OTOPARKLI,YÜZME HAVUZLU MEGA LÜX DAİRELER","https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-k.otoparkli,yuzme-havuzlu-mega-lux-daireler-1118000909/detay",240,4+1,4500000,09 Ocak 2024,YeşilyurtMerkez
"SATILIK 1+1 İÇİ YAPILI KİRA GARANTİLİ YATIRIMLIK SIFIR DAİRELER,",https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-1-plus1-ici-yapili-kira-garantili-yatirimlik-sifir-daireler-1073593937/detay,60,1+1,1300000,02 Ocak 2024,BattalgaziMerkez
SATILIK DAİRE FUL YAPILI ÜNÜVERSİTE TOKİDE KUPON DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-daire-ful-yapili-unuversite-tokide-kupon-daire-1139943241/detay,135,2+1,1590000,02 Ocak 2024,BattalgaziMerkez
SATILIK 3+1İÇİ ULTRA FUL YAPILI LÜKS DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-3-plus1ici-ultra-ful-yapili-luks-daire-1145487917/detay,175,3+1,3300000,02 Ocak 2024,YeşilyurtMerkez
